r-ID	Equation in HC-ID	Equation with names	Reaction Category	dG	KEGG	Recon1	References
r2170	HC02192_s + HC00253_c + HC02200_c <=> HC02192_c + HC00253_s + HC02200_s	taurolithocholate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> taurolithocholate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2171	HC02192_s + HC00253_c + HC02201_c <=> HC02192_c + HC00253_s + HC02201_s	taurolithocholate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> taurolithocholate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2172	HC02193_s + HC00253_c + HC02199_c <=> HC02193_c + HC00253_s + HC02199_s	glycolithocholate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> glycolithocholate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2173	HC02193_s + HC00253_c + HC02200_c <=> HC02193_c + HC00253_s + HC02200_s	glycolithocholate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> glycolithocholate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2174	HC02193_s + HC00253_c + HC02201_c <=> HC02193_c + HC00253_s + HC02201_s	glycolithocholate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> glycolithocholate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2175	HC02194_s + HC00253_c + HC02199_c <=> HC02194_c + HC00253_s + HC02199_s	ursodeoxycholate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> ursodeoxycholate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2176	HC02194_s + HC00253_c + HC02200_c <=> HC02194_c + HC00253_s + HC02200_s	ursodeoxycholate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> ursodeoxycholate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2177	HC02194_s + HC00253_c + HC02201_c <=> HC02194_c + HC00253_s + HC02201_s	ursodeoxycholate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> ursodeoxycholate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2178	HC02195_s + HC00253_c + HC02199_c <=> HC02195_c + HC00253_s + HC02199_s	tauroursodeoxycholate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> tauroursodeoxycholate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2179	HC02195_s + HC00253_c + HC02200_c <=> HC02195_c + HC00253_s + HC02200_s	tauroursodeoxycholate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> tauroursodeoxycholate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2180	HC02195_s + HC00253_c + HC02201_c <=> HC02195_c + HC00253_s + HC02201_s	tauroursodeoxycholate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> tauroursodeoxycholate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2181	HC02196_s + HC00253_c + HC02199_c <=> HC02196_c + HC00253_s + HC02199_s	glycoursodeoxycholate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> glycoursodeoxycholate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2182	HC02196_s + HC00253_c + HC02200_c <=> HC02196_c + HC00253_s + HC02200_s	glycoursodeoxycholate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> glycoursodeoxycholate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2183	HC02196_s + HC00253_c + HC02201_c <=> HC02196_c + HC00253_s + HC02201_s	glycoursodeoxycholate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> glycoursodeoxycholate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2184	HC02197_s + HC00253_c + HC02199_c <=> HC02197_c + HC00253_s + HC02199_s	sulfoglycolithocholate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> sulfoglycolithocholate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2185	HC02197_s + HC00253_c + HC02200_c <=> HC02197_c + HC00253_s + HC02200_s	sulfoglycolithocholate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> sulfoglycolithocholate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2186	HC02197_s + HC00253_c + HC02201_c <=> HC02197_c + HC00253_s + HC02201_s	sulfoglycolithocholate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> sulfoglycolithocholate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2187	HC02198_s + HC00253_c + HC02199_c <=> HC02198_c + HC00253_s + HC02199_s	sulfotaurolithocholate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> sulfotaurolithocholate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2188	HC02198_s + HC00253_c + HC02200_c <=> HC02198_c + HC00253_s + HC02200_s	sulfotaurolithocholate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> sulfotaurolithocholate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2189	HC02198_s + HC00253_c + HC02201_c <=> HC02198_c + HC00253_s + HC02201_s	sulfotaurolithocholate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> sulfotaurolithocholate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2190	HC02220_s + HC00253_c + HC02199_c <=> HC02220_c + HC00253_s + HC02199_s	sulfochenodeoxycholate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> sulfochenodeoxycholate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2191	HC02220_s + HC00253_c + HC02200_c <=> HC02220_c + HC00253_s + HC02200_s	sulfochenodeoxycholate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> sulfochenodeoxycholate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2192	HC02220_s + HC00253_c + HC02201_c <=> HC02220_c + HC00253_s + HC02201_s	sulfochenodeoxycholate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> sulfochenodeoxycholate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2193	HC00385_s + HC00253_c + HC00056_c <=> HC00385_c + HC00253_s + HC00056_s	Bilirubin(s) + HCO3-(c) + GSH(c) <=> Bilirubin(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2194	HC00849_s + HC00253_c + HC00056_c <=> HC00849_c + HC00253_s + HC00056_s	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine(s) + HCO3-(c) + GSH(c) <=> O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2195	HC00943_s + HC00253_c + HC00056_c <=> HC00943_c + HC00253_s + HC00056_s	Triiodothyronine(s) + HCO3-(c) + GSH(c) <=> Triiodothyronine(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2196	HC02187_s + HC00253_c + HC00056_c <=> HC02187_c + HC00253_s + HC00056_s	reverse-triiodthyronine(s) + HCO3-(c) + GSH(c) <=> reverse-triiodthyronine(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2197	HC02212_s + HC00253_c + HC00056_c <=> HC02212_c + HC00253_s + HC00056_s	prostaglandin-e2(s) + HCO3-(c) + GSH(c) <=> prostaglandin-e2(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.14	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2198	HC00898_s + HC00253_c + HC00056_c <=> HC00898_c + HC00253_s + HC00056_s	Leukotriene_C4(s) + HCO3-(c) + GSH(c) <=> Leukotriene_C4(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.5	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2199	HC01616_s + HC00253_c + HC00056_c <=> HC01616_c + HC00253_s + HC00056_s	Bilirubin-bisglucuronoside(s) + HCO3-(c) + GSH(c) <=> Bilirubin-bisglucuronoside(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.5	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2200	HC02180_s + HC00253_c + HC00056_c <=> HC02180_c + HC00253_s + HC00056_s	thromboxane-b2(s) + HCO3-(c) + GSH(c) <=> thromboxane-b2(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.5	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2201	HC02185_s + HC00253_c + HC00056_c <=> HC02185_c + HC00253_s + HC00056_s	leukotriene-e4(s) + HCO3-(c) + GSH(c) <=> leukotriene-e4(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.5	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2202	HC02188_s + HC00253_c + HC00056_c <=> HC02188_c + HC00253_s + HC00056_s	Bilirubin-monoglucuronoside(s) + HCO3-(c) + GSH(c) <=> Bilirubin-monoglucuronoside(c) + HCO3-(s) + GSH(s)	TCDB:2.A.60.1.5	0		 	PMID:11076394 PMID:11076396 PMID:14579113
r2203	HC00385_s + HC00253_c + HC02199_c <=> HC00385_c + HC00253_s + HC02199_s	Bilirubin(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> Bilirubin(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2204	HC00385_s + HC00253_c + HC02200_c <=> HC00385_c + HC00253_s + HC02200_s	Bilirubin(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> Bilirubin(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2205	HC00385_s + HC00253_c + HC02201_c <=> HC00385_c + HC00253_s + HC02201_s	Bilirubin(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> Bilirubin(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2206	HC00849_s + HC00253_c + HC02199_c <=> HC00849_c + HC00253_s + HC02199_s	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2207	HC00849_s + HC00253_c + HC02200_c <=> HC00849_c + HC00253_s + HC02200_s	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2208	HC00849_s + HC00253_c + HC02201_c <=> HC00849_c + HC00253_s + HC02201_s	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2209	HC00943_s + HC00253_c + HC02199_c <=> HC00943_c + HC00253_s + HC02199_s	Triiodothyronine(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> Triiodothyronine(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2210	HC00943_s + HC00253_c + HC02200_c <=> HC00943_c + HC00253_s + HC02200_s	Triiodothyronine(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> Triiodothyronine(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2211	HC00943_s + HC00253_c + HC02201_c <=> HC00943_c + HC00253_s + HC02201_s	Triiodothyronine(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> Triiodothyronine(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2212	HC02187_s + HC00253_c + HC02199_c <=> HC02187_c + HC00253_s + HC02199_s	reverse-triiodthyronine(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> reverse-triiodthyronine(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2213	HC02187_s + HC00253_c + HC02200_c <=> HC02187_c + HC00253_s + HC02200_s	reverse-triiodthyronine(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> reverse-triiodthyronine(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2214	HC02187_s + HC00253_c + HC02201_c <=> HC02187_c + HC00253_s + HC02201_s	reverse-triiodthyronine(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> reverse-triiodthyronine(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2215	HC02212_s + HC00253_c + HC02199_c <=> HC02212_c + HC00253_s + HC02199_s	prostaglandin-e2(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> prostaglandin-e2(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2216	HC02212_s + HC00253_c + HC02200_c <=> HC02212_c + HC00253_s + HC02200_s	prostaglandin-e2(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> prostaglandin-e2(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2217	HC02212_s + HC00253_c + HC02201_c <=> HC02212_c + HC00253_s + HC02201_s	prostaglandin-e2(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> prostaglandin-e2(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.14	0		 	PMID:14579113 PMID:11076396
r2218	HC00202_s + HC00253_c + HC02199_c <=> HC00202_c + HC00253_s + HC02199_s	Arachidonate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> Arachidonate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2219	HC00202_s + HC00253_c + HC02200_c <=> HC00202_c + HC00253_s + HC02200_s	Arachidonate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> Arachidonate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2220	HC00202_s + HC00253_c + HC02201_c <=> HC00202_c + HC00253_s + HC02201_s	Arachidonate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> Arachidonate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2221	HC00898_s + HC00253_c + HC02199_c <=> HC00898_c + HC00253_s + HC02199_s	Leukotriene_C4(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> Leukotriene_C4(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2222	HC00898_s + HC00253_c + HC02200_c <=> HC00898_c + HC00253_s + HC02200_s	Leukotriene_C4(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> Leukotriene_C4(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2223	HC00898_s + HC00253_c + HC02201_c <=> HC00898_c + HC00253_s + HC02201_s	Leukotriene_C4(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> Leukotriene_C4(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2224	HC00961_s + HC00253_c + HC02199_c <=> HC00961_c + HC00253_s + HC02199_s	Estrone_3-sulfate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> Estrone_3-sulfate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2225	HC00961_s + HC00253_c + HC02200_c <=> HC00961_c + HC00253_s + HC02200_s	Estrone_3-sulfate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> Estrone_3-sulfate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2226	HC00961_s + HC00253_c + HC02201_c <=> HC00961_c + HC00253_s + HC02201_s	Estrone_3-sulfate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> Estrone_3-sulfate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2227	HC01314_s + HC00253_c + HC02199_c <=> HC01314_c + HC00253_s + HC02199_s	Dehydroepiandrosterone_sulfate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> Dehydroepiandrosterone_sulfate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2228	HC01314_s + HC00253_c + HC02200_c <=> HC01314_c + HC00253_s + HC02200_s	Dehydroepiandrosterone_sulfate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> Dehydroepiandrosterone_sulfate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2229	HC01314_s + HC00253_c + HC02201_c <=> HC01314_c + HC00253_s + HC02201_s	Dehydroepiandrosterone_sulfate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> Dehydroepiandrosterone_sulfate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2230	HC01616_s + HC00253_c + HC02199_c <=> HC01616_c + HC00253_s + HC02199_s	Bilirubin-bisglucuronoside(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> Bilirubin-bisglucuronoside(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2231	HC01616_s + HC00253_c + HC02200_c <=> HC01616_c + HC00253_s + HC02200_s	Bilirubin-bisglucuronoside(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> Bilirubin-bisglucuronoside(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2232	HC01616_s + HC00253_c + HC02201_c <=> HC01616_c + HC00253_s + HC02201_s	Bilirubin-bisglucuronoside(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> Bilirubin-bisglucuronoside(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2233	HC01664_s + HC00253_c + HC02199_c <=> HC01664_c + HC00253_s + HC02199_s	LTD4(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> LTD4(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2234	HC01664_s + HC00253_c + HC02200_c <=> HC01664_c + HC00253_s + HC02200_s	LTD4(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> LTD4(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2235	HC01664_s + HC00253_c + HC02201_c <=> HC01664_c + HC00253_s + HC02201_s	LTD4(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> LTD4(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2236	HC02179_s + HC00253_c + HC02199_c <=> HC02179_c + HC00253_s + HC02199_s	20-hydroxy-arachidonate(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> 20-hydroxy-arachidonate(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2237	HC02179_s + HC00253_c + HC02200_c <=> HC02179_c + HC00253_s + HC02200_s	20-hydroxy-arachidonate(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> 20-hydroxy-arachidonate(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2238	HC02179_s + HC00253_c + HC02201_c <=> HC02179_c + HC00253_s + HC02201_s	20-hydroxy-arachidonate(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> 20-hydroxy-arachidonate(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2239	HC02180_s + HC00253_c + HC02199_c <=> HC02180_c + HC00253_s + HC02199_s	thromboxane-b2(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> thromboxane-b2(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2240	HC02180_s + HC00253_c + HC02200_c <=> HC02180_c + HC00253_s + HC02200_s	thromboxane-b2(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> thromboxane-b2(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2241	HC02180_s + HC00253_c + HC02201_c <=> HC02180_c + HC00253_s + HC02201_s	thromboxane-b2(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> thromboxane-b2(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2242	HC02181_s + HC00253_c + HC02199_c <=> HC02181_c + HC00253_s + HC02199_s	leukotriene-a4(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> leukotriene-a4(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2243	HC02181_s + HC00253_c + HC02200_c <=> HC02181_c + HC00253_s + HC02200_s	leukotriene-a4(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> leukotriene-a4(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2244	HC02181_s + HC00253_c + HC02201_c <=> HC02181_c + HC00253_s + HC02201_s	leukotriene-a4(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> leukotriene-a4(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2245	HC02182_s + HC00253_c + HC02199_c <=> HC02182_c + HC00253_s + HC02199_s	leukotriene-b4(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> leukotriene-b4(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2246	HC02182_s + HC00253_c + HC02200_c <=> HC02182_c + HC00253_s + HC02200_s	leukotriene-b4(s) + HCO3-(c) + S-glutathionyl-2-4-dinitrobenzene(c) <=> leukotriene-b4(c) + HCO3-(s) + S-glutathionyl-2-4-dinitrobenzene(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2247	HC02182_s + HC00253_c + HC02201_c <=> HC02182_c + HC00253_s + HC02201_s	leukotriene-b4(s) + HCO3-(c) + S-glutathionyl-ethacrynic-acid(c) <=> leukotriene-b4(c) + HCO3-(s) + S-glutathionyl-ethacrynic-acid(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
r2248	HC02185_s + HC00253_c + HC02199_c <=> HC02185_c + HC00253_s + HC02199_s	leukotriene-e4(s) + HCO3-(c) + glutathionyl-leuc4(c) <=> leukotriene-e4(c) + HCO3-(s) + glutathionyl-leuc4(s)	TCDB:2.A.60.1.5	0		 	PMID:14579113 PMID:11076396
